"department","year","solicitation_procedure","total_spending","total_contracts"
"Department of Justice Canada",2021,"OB","14813230.30","227"
"Department of Justice Canada",2021,"TN","7685108.04","265"
"Department of Justice Canada",2021,"ST","4578997.13","20"
"Department of Justice Canada",2021,"TC","2740300.11","78"
"Department of Justice Canada",2021,"AC","1844218.98","1"
"Department of Justice Canada",2022,"OB","13807412.80","235"
"Department of Justice Canada",2022,"TN","9064917.18","317"
"Department of Justice Canada",2022,"ST","6027826.03","24"
"Department of Justice Canada",2022,"TC","2074638.77","54"
"Department of Justice Canada",2022,"AC","1808921.66","1"
"Department of Justice Canada",2023,"TN","14606248.32","394"
"Department of Justice Canada",2023,"OB","13785037.07","248"
"Department of Justice Canada",2023,"ST","6963661.48","30"
"Department of Justice Canada",2023,"AC","1808921.66","1"
"Department of Justice Canada",2023,"TC","1664361.10","31"
"Department of Justice Canada",2024,"OB","18234810.90","255"
"Department of Justice Canada",2024,"TN","17421095.95","384"
"Department of Justice Canada",2024,"ST","9740304.31","43"
"Department of Justice Canada",2024,"TC","358067.21","15"
"Department of Justice Canada",2024,"AC","60000.00","1"
"Department of Justice Canada",2025,"OB","15954604.87","208"
"Department of Justice Canada",2025,"TN","13893371.37","343"
"Department of Justice Canada",2025,"ST","7376125.16","56"
"Department of Justice Canada",2025,"TC","126168.35","3"
"Department of Justice Canada",2025,"AC","60000.00","1"
"Department of Justice Canada",2026,"TN","7016030.49","140"
"Department of Justice Canada",2026,"OB","5230102.99","70"
"Department of Justice Canada",2026,"ST","4912070.40","29"
"Department of Justice Canada",2026,"TC","99215.02","2"
"Department of Justice Canada",2026,"AC","60000.00","1"
"Elections Canada",2017,"OB","41548888.57","21"
"Elections Canada",2017,"TC","9245617.93","103"
"Elections Canada",2017,"TN","5612153.20","115"
"Elections Canada",2018,"OB","42469704.95","39"
"Elections Canada",2018,"TC","30565949.53","208"
"Elections Canada",2018,"TN","11057330.09","190"
"Elections Canada",2018,"AC","869727.92","2"
"Elections Canada",2018,"ST","410088.83","3"
"Elections Canada",2019,"OB","68244808.23","56"
"Elections Canada",2019,"TC","59230316.33","269"
"Elections Canada",2019,"TN","15326825.51","219"
"Elections Canada",2019,"AC","892941.88","3"
"Elections Canada",2019,"ST","789834.01","4"
"Elections Canada",2020,"OB","72523424.21","63"
"Elections Canada",2020,"TC","50336732.21","226"
"Elections Canada",2020,"TN","15900056.59","189"
"Elections Canada",2020,"ST","1471369.51","22"
"Elections Canada",2020,"AC","885526.47","2"
"Elections Canada",2021,"OB","60175559.03","69"
"Elections Canada",2021,"TC","45716021.92","221"
"Elections Canada",2021,"TN","18198722.29","229"
"Elections Canada",2021,"ST","1911679.41","25"
"Elections Canada",2021,"AC","935726.85","3"
"Elections Canada",2022,"OB","55759576.04","62"
"Elections Canada",2022,"TC","37501460.57","120"
"Elections Canada",2022,"TN","13610667.23","253"
"Elections Canada",2022,"ST","3442929.47","38"
"Elections Canada",2022,"AC","935726.85","3"
"Elections Canada",2023,"OB","57735624.06","49"
"Elections Canada",2023,"TC","48214451.41","96"
"Elections Canada",2023,"TN","12227807.88","265"
"Elections Canada",2023,"ST","4862351.80","51"
"Elections Canada",2023,"AC","985597.25","3"
"Elections Canada",2024,"OB","57756541.73","37"
"Elections Canada",2024,"TC","57094745.85","94"
"Elections Canada",2024,"TN","10472336.63","249"
"Elections Canada",2024,"ST","4390392.79","27"
"Elections Canada",2024,"AC","985597.25","3"
"Elections Canada",2025,"OB","55650017.96","22"
"Elections Canada",2025,"TC","48223906.45","68"
"Elections Canada",2025,"ST","10153790.16","36"
"Elections Canada",2025,"TN","9575998.94","187"
"Elections Canada",2025,"AC","912512.88","1"
"Elections Canada",2026,"OB","51465643.21","17"
"Elections Canada",2026,"TC","42609407.89","18"
"Elections Canada",2026,"ST","8001924.55","19"
"Elections Canada",2026,"TN","4627938.36","68"
"Elections Canada",2026,"AC","862312.50","1"
"Employment and Social Development Canada",2017,"OB","37687934.00","346"
"Employment and Social Development Canada",2017,"TN","23064074.65","404"
"Employment and Social Development Canada",2017,"TC","19082394.09","144"
"Employment and Social Development Canada",2017,NULL,"940901.72","16"
"Employment and Social Development Canada",2017,"ST","832509.80","4"
"Employment and Social Development Canada",2017,"AC","668383.73","6"
"Employment and Social Development Canada",2018,"OB","90451700.75","629"
"Employment and Social Development Canada",2018,"TC","32659533.36","255"
"Employment and Social Development Canada",2018,"TN","26525519.08","443"
"Employment and Social Development Canada",2018,"ST","1610868.68","9"
"Employment and Social Development Canada",2018,"AC","918580.64","10"
"Employment and Social Development Canada",2018,NULL,"240685.82","3"
"Employment and Social Development Canada",2019,"OB","101460897.05","675"
"Employment and Social Development Canada",2019,"TC","36937331.33","385"
"Employment and Social Development Canada",2019,"TN","23297773.44","413"
"Employment and Social Development Canada",2019,"ST","5212815.17","21"
"Employment and Social Development Canada",2019,"AC","268545.19","4"
"Employment and Social Development Canada",2020,"OB","194478724.30","832"
"Employment and Social Development Canada",2020,"TN","80775991.22","759"
"Employment and Social Development Canada",2020,"TC","35759045.27","343"
"Employment and Social Development Canada",2020,"ST","14199256.01","72"
"Employment and Social Development Canada",2020,"AC","276329.90","4"
"Employment and Social Development Canada",2021,"OB","264189967.61","981"
"Employment and Social Development Canada",2021,"TN","113568672.38","808"
"Employment and Social Development Canada",2021,"ST","77137384.72","273"
"Employment and Social Development Canada",2021,"TC","40113492.81","186"
"Employment and Social Development Canada",2021,"AC","109355.16","2"
"Employment and Social Development Canada",2022,"OB","220325341.75","705"
"Employment and Social Development Canada",2022,"ST","182275394.99","384"
"Employment and Social Development Canada",2022,"TN","109055714.78","771"
"Employment and Social Development Canada",2022,"TC","28299604.69","121"
"Employment and Social Development Canada",2022,"AC","308768.37","4"
"Employment and Social Development Canada",2023,"ST","204360202.48","471"
"Employment and Social Development Canada",2023,"OB","129829696.28","556"
"Employment and Social Development Canada",2023,"TN","115659945.73","631"
"Employment and Social Development Canada",2023,"TC","13159798.16","79"
"Employment and Social Development Canada",2023,"AC","1019486.25","7"
"Employment and Social Development Canada",2024,"ST","225650606.14","551"
"Employment and Social Development Canada",2024,"TN","157793174.14","597"
"Employment and Social Development Canada",2024,"OB","110526817.31","534"
"Employment and Social Development Canada",2024,"TC","5760591.87","43"
"Employment and Social Development Canada",2024,"AC","1622273.51","6"
"Employment and Social Development Canada",2025,"ST","430552073.66","548"
"Employment and Social Development Canada",2025,"OB","118983868.74","507"
"Employment and Social Development Canada",2025,"TN","105673764.09","549"
"Employment and Social Development Canada",2025,"TC","18017793.70","37"
"Employment and Social Development Canada",2025,"AC","1025915.36","9"
"Employment and Social Development Canada",2026,"ST","120612250.56","229"
"Employment and Social Development Canada",2026,"TN","64454998.60","231"
"Employment and Social Development Canada",2026,"OB","64255175.40","134"
"Employment and Social Development Canada",2026,"TC","3557063.78","12"
"Employment and Social Development Canada",2026,"AC","892457.53","5"
"Environment and Climate Change Canada",2017,"TC","72019932.86","875"
"Environment and Climate Change Canada",2017,"OB","27861462.41","106"
"Environment and Climate Change Canada",2017,"TN","25470570.67","1263"
"Environment and Climate Change Canada",2017,"AC","1351909.10","14"
"Environment and Climate Change Canada",2017,"ST","118419.09","1"
"Environment and Climate Change Canada",2018,"TC","42883902.42","895"
"Environment and Climate Change Canada",2018,"TN","34663510.16","2024"
"Environment and Climate Change Canada",2018,"OB","32748296.53","148"
"Environment and Climate Change Canada",2018,"AC","2890511.71","22"
"Environment and Climate Change Canada",2018,"ST","964123.54","8"
"Environment and Climate Change Canada",2019,"TC","56415000.20","1070"
"Environment and Climate Change Canada",2019,"TN","39271464.58","2066"
"Environment and Climate Change Canada",2019,"OB","32670369.83","136"
"Environment and Climate Change Canada",2019,"AC","2852676.42","24"
"Environment and Climate Change Canada",2019,"ST","1954477.12","11"
"Environment and Climate Change Canada",2020,"TC","56619159.77","1227"
"Environment and Climate Change Canada",2020,"TN","48734391.61","1973"
"Environment and Climate Change Canada",2020,"OB","32063673.92","160"
"Environment and Climate Change Canada",2020,"ST","4454809.84","26"
"Environment and Climate Change Canada",2020,"AC","2125210.49","17"
"Environment and Climate Change Canada",2021,"TN","55867565.77","2206"
"Environment and Climate Change Canada",2021,"TC","55355751.50","1230"
"Environment and Climate Change Canada",2021,"OB","40542061.46","197"
"Environment and Climate Change Canada",2021,"ST","14205209.10","115"
"Environment and Climate Change Canada",2021,"AC","3260650.82","22"
"Environment and Climate Change Canada",2022,"TN","62909527.16","2393"
"Environment and Climate Change Canada",2022,"TC","56456713.23","1397"
"Environment and Climate Change Canada",2022,"OB","47381474.39","177"
"Environment and Climate Change Canada",2022,"ST","26366604.19","210"
"Environment and Climate Change Canada",2022,"AC","3872671.95","28"
"Environment and Climate Change Canada",2023,"TN","64580237.42","2480"
"Environment and Climate Change Canada",2023,"OB","54721937.40","147"
"Environment and Climate Change Canada",2023,"ST","53877830.99","572"
"Environment and Climate Change Canada",2023,"TC","45065499.81","1142"
"Environment and Climate Change Canada",2023,"AC","4639791.05","19"
"Environment and Climate Change Canada",2024,"TN","67992482.12","2441"
"Environment and Climate Change Canada",2024,"OB","65279081.73","172"
"Environment and Climate Change Canada",2024,"ST","53341147.92","598"
"Environment and Climate Change Canada",2024,"TC","44434246.46","954"
"Environment and Climate Change Canada",2024,"AC","4089088.28","11"
"Environment and Climate Change Canada",2025,"TN","66225161.36","2234"
"Environment and Climate Change Canada",2025,"OB","57514877.80","177"
"Environment and Climate Change Canada",2025,"ST","48032642.00","554"
"Environment and Climate Change Canada",2025,"TC","22195675.77","488"
"Environment and Climate Change Canada",2025,"AC","2996676.91","16"
"Environment and Climate Change Canada",2026,"OB","40341424.22","93"
"Environment and Climate Change Canada",2026,"TN","33982712.94","1007"
"Environment and Climate Change Canada",2026,"ST","27748979.78","219"
"Environment and Climate Change Canada",2026,"TC","8408531.29","175"
"Environment and Climate Change Canada",2026,"AC","2662146.73","12"
"Farm Products Council of Canada",2017,"TC","61552.00","2"
"Farm Products Council of Canada",2017,"TN","12976.38","1"
"Farm Products Council of Canada",2018,"TC","26500.00","4"
"Farm Products Council of Canada",2018,"TN","18389.50","2"
"Farm Products Council of Canada",2019,"TN","58243.00","3"
"Farm Products Council of Canada",2019,"TC","26500.00","2"
"Farm Products Council of Canada",2020,"TC","245130.83","9"
"Farm Products Council of Canada",2020,"TN","153581.79","8"
"Farm Products Council of Canada",2021,"TC","234018.95","8"
"Farm Products Council of Canada",2021,"TN","100687.51","6"
"Farm Products Council of Canada",2021,"OB","95008.14","1"
"Farm Products Council of Canada",2022,"TC","147511.04","2"
"Farm Products Council of Canada",2022,"OB","95008.14","0"
"Farm Products Council of Canada",2022,"TN","24840.73","2"
"Farm Products Council of Canada",2023,"TN","36808.83","4"
"Farm Products Council of Canada",2024,"TN","57045.41","5"
"Farm Products Council of Canada",2025,"TN","20335.29","2"
"Federal Economic Development Agency for Northern Ontario",2021,"OB","30856.07","1"
"Federal Economic Development Agency for Northern Ontario",2021,"TN","11300.00","1"
"Federal Economic Development Agency for Northern Ontario",2021,"TC","6073.75","1"
"Federal Economic Development Agency for Northern Ontario",2022,"TN","69747.00","5"
"Federal Economic Development Agency for Northern Ontario",2022,"OB","50991.12","3"
"Federal Economic Development Agency for Northern Ontario",2022,"TC","31555.25","3"
"Federal Economic Development Agency for Northern Ontario",2023,"TN","125309.93","9"
"Federal Economic Development Agency for Northern Ontario",2023,"TC","65415.26","4"
"Federal Economic Development Agency for Northern Ontario",2023,"ST","25203.36","2"
"Federal Economic Development Agency for Northern Ontario",2023,"OB","20135.06","2"
"Federal Economic Development Agency for Northern Ontario",2024,"OB","213248.67","5"
"Federal Economic Development Agency for Northern Ontario",2024,"ST","199147.28","2"
"Federal Economic Development Agency for Northern Ontario",2024,"TN","112990.12","8"
"Federal Economic Development Agency for Northern Ontario",2024,"TC","19662.00","1"
